Nr. movimento;budget/cons;Tipo movimento;Nr articolo;Tipo origine;Nr. origine;Quantità;Importo vendita in valuta locale (TOTALE VENDITA)
26001;BUDGET;Vendita;ART0001590;Cliente;C00140;3;13.26
26004;BUDGET;Vendita;ART0002498;Cliente;C00140;2;107.25
26008;BUDGET;Vendita;ART0000847;Cliente;C00140;2;507.69
26009;BUDGET;Vendita;ART0002102;Cliente;C00140;4;109.06
26021;BUDGET;Vendita;ART0001515;Cliente;C00140;1;269.83
26023;BUDGET;Vendita;ART0001669;Cliente;C00140;4;120.34
26024;BUDGET;Vendita;ART0001670;Cliente;C00140;4;101.54
26025;BUDGET;Vendita;ART0002017;Cliente;C00140;1;372.31
26026;BUDGET;Vendita;ART0002018;Cliente;C00140;1;169.23
26027;BUDGET;Vendita;ART0002019;Cliente;C00140;1;84.61
26029;BUDGET;Vendita;ART0002284;Cliente;C00140;1;258.55
26032;BUDGET;Vendita;ART0002718;Cliente;C00140;1;460.68
26033;BUDGET;Vendita;ART0002719;Cliente;C00140;1;460.69
26034;BUDGET;Vendita;ART0003275;Cliente;C00140;8;67.69
26075;BUDGET;Vendita;ART0002530;Cliente;C00140;1;41.37
26081;BUDGET;Vendita;ART0005136;Cliente;C00140;1;430.13
26150;BUDGET;Vendita;ART0000630;Cliente;C00004;21;630
26151;BUDGET;Vendita;ART0000643;Cliente;C00004;20;200
26152;BUDGET;Vendita;ART0000644;Cliente;C00004;10;450
26153;BUDGET;Vendita;ART0000645;Cliente;C00004;10;300
26383;BUDGET;Vendita;ART0005026;Cliente;C00026;1;450
26397;BUDGET;Vendita;ART0002793;Cliente;C00140;20;714.53
26399;BUDGET;Vendita;ART0001994;Cliente;C00140;8;172.99
26400;BUDGET;Vendita;ART0001265;Cliente;C00140;1;0
26401;BUDGET;Vendita;ART0001266;Cliente;C00140;1;0
26403;BUDGET;Vendita;ART0001265;Cliente;C00140;1;0
26404;BUDGET;Vendita;ART0001266;Cliente;C00140;1;0
26406;BUDGET;Vendita;ART0001265;Cliente;C00140;1;1269.24
26407;BUDGET;Vendita;ART0001266;Cliente;C00140;1;611.11
26409;BUDGET;Vendita;ART0001154;Cliente;C00140;24;248.21
26411;BUDGET;Vendita;ART0001433;Cliente;C00140;8;37.6
26534;BUDGET;Vendita;ART0005136;Cliente;C00004;42;210
26535;BUDGET;Vendita;ART0005136;Cliente;C00004;12;60
26558;BUDGET;Vendita;ART0004386;Cliente;C00004;3;21
26559;BUDGET;Vendita;ART0004386;Cliente;C00004;15;105
26573;BUDGET;Vendita;ART0000853;Cliente;C00140;10;3027.36
26575;BUDGET;Vendita;ART0003277;Cliente;C00140;11;434.36
26579;BUDGET;Vendita;ART0002502;Cliente;C00140;7;184.28
26590;BUDGET;Vendita;ART0005136;Cliente;C00140;1;32.91
26591;BUDGET;Vendita;ART0005136;Cliente;C00140;1;122.22
26680;BUDGET;Vendita;ART0005136;Cliente;C00458;12;300
26707;BUDGET;Vendita;ART0001046;Cliente;C00471;1;44.32
26708;BUDGET;Vendita;ART0001046;Cliente;C00471;1;44.32
26709;BUDGET;Vendita;ART0001047;Cliente;C00471;1;67
26710;BUDGET;Vendita;ART0001047;Cliente;C00471;1;67
26722;BUDGET;Vendita;ART0001095;Cliente;C00471;1;39.4
26759;BUDGET;Vendita;ART0003578;Cliente;C00094;6;60
26760;BUDGET;Vendita;ART0003580;Cliente;C00094;6;78
26770;BUDGET;Vendita;ART0002385;Cliente;C00140;6;220
26771;BUDGET;Vendita;ART0002172;Cliente;C00140;1;48.88
26775;BUDGET;Vendita;ART0001218;Cliente;C00140;1;7.78
26869;BUDGET;Vendita;ART0000848;Cliente;C00140;15;2538.47
26870;BUDGET;Vendita;ART0002740;Cliente;C00140;20;394.88
26871;BUDGET;Vendita;ART0000779;Cliente;C00140;2;925.13
26994;BUDGET;Vendita;ART0003824;Cliente;C00026;20;220
27035;BUDGET;Vendita;ART0001162;Cliente;C00140;1;366.67
27037;BUDGET;Vendita;ART0001609;Cliente;C00140;6;33.85
27039;BUDGET;Vendita;ART0001993;Cliente;C00140;1;77.85
27045;BUDGET;Vendita;ART0000797;Cliente;C00140;1;446.58
27047;BUDGET;Vendita;ART0000772;Cliente;C00140;1;374.19
27058;BUDGET;Vendita;ART0000638;Cliente;C00004;10;180
27066;BUDGET;Vendita;ART0004420;Cliente;C00004;9;171
27124;BUDGET;Vendita;ART0001272;Cliente;C00140;11;1137.61
27125;BUDGET;Vendita;ART0002107;Cliente;C00140;3;28.21
27135;BUDGET;Vendita;ART0000697;Cliente;C00004;4;280
27204;BUDGET;Vendita;ART0005011;Cliente;C00026;2;380
27206;BUDGET;Vendita;ART0000116;Cliente;C00026;2;468
27218;BUDGET;Vendita;ART0000641;Cliente;C00004;5;240
27219;BUDGET;Vendita;ART0005136;Cliente;C00004;1;13
27220;BUDGET;Vendita;ART0005136;Cliente;C00004;1;13
27309;BUDGET;Vendita;ART0001110;Cliente;C00471;1;95
27312;BUDGET;Vendita;ART0001113;Cliente;C00471;1;40
27316;BUDGET;Vendita;ART0001117;Cliente;C00471;1;450
27328;BUDGET;Vendita;ART0001129;Cliente;C00471;1;125
27336;BUDGET;Vendita;ART0001129;Cliente;C00471;1;125
27423;BUDGET;Vendita;ART0000784;Cliente;C00140;2;639.2
27426;BUDGET;Vendita;ART0001170;Cliente;C00140;1;131.6
27427;BUDGET;Vendita;ART0002079;Cliente;C00140;12;103.78
27428;BUDGET;Vendita;ART0002107;Cliente;C00140;3;28.2
27429;BUDGET;Vendita;ART0002385;Cliente;C00140;6;219.96
27431;BUDGET;Vendita;ART0002102;Cliente;C00140;4;109.04
27432;BUDGET;Vendita;ART0002385;Cliente;C00140;6;219.96
27433;BUDGET;Vendita;ART0002370;Cliente;C00140;1;65.72
27434;BUDGET;Vendita;ART0002107;Cliente;C00140;3;28.2
27436;BUDGET;Vendita;ART0002530;Cliente;C00140;1;41.36
27483;BUDGET;Vendita;ART0000312;Cliente;C00026;16;256
27484;BUDGET;Vendita;ART0000320;Cliente;C00026;3;177
27486;BUDGET;Vendita;ART0000151;Cliente;C00026;1;85
27487;BUDGET;Vendita;ART0000152;Cliente;C00026;1;57
27494;BUDGET;Vendita;ART0004373;Cliente;C00004;102;2142
27495;BUDGET;Vendita;ART0004374;Cliente;C00004;102;1632
27516;BUDGET;Vendita;ART0002148;Cliente;C00140;3;111.56
27518;BUDGET;Vendita;ART0003197;Cliente;C00140;1;24.44
27523;BUDGET;Vendita;ART0001149;Cliente;C00140;5;90.8
27526;BUDGET;Vendita;ART0001590;Cliente;C00140;3;13.26
27529;BUDGET;Vendita;ART0001190;Cliente;C00140;2;33.84
27530;BUDGET;Vendita;ART0001492;Cliente;C00140;1;5.64
27531;BUDGET;Vendita;ART0002173;Cliente;C00140;1;61.1
27532;BUDGET;Vendita;ART0001190;Cliente;C00140;2;33.84
27533;BUDGET;Vendita;ART0001190;Cliente;C00140;2;33.84
27534;BUDGET;Vendita;ART0001492;Cliente;C00140;1;5.64
27535;BUDGET;Vendita;ART0001492;Cliente;C00140;1;5.64
27536;BUDGET;Vendita;ART0002173;Cliente;C00140;1;61.1
27537;BUDGET;Vendita;ART0002173;Cliente;C00140;1;61.1
27545;BUDGET;Vendita;ART0000762;Cliente;C00140;10;0
27546;BUDGET;Vendita;ART0000762;Cliente;C00140;10;0
27547;BUDGET;Vendita;ART0000762;Cliente;C00140;10;3365.2
27548;BUDGET;Vendita;ART0000847;Cliente;C00140;1;253.8
27567;BUDGET;Vendita;ART0000313;Cliente;C00026;6;168
27606;BUDGET;Vendita;ART0000795;Cliente;C00140;10;2209
27607;BUDGET;Vendita;ART0000795;Cliente;C00140;8;1767.2
27608;BUDGET;Vendita;ART0002476;Cliente;C00140;5;60.54
27651;BUDGET;Vendita;ART0000752;Cliente;C00140;6;2571.84
27652;BUDGET;Vendita;ART0002152;Cliente;C00140;4;56.4
27689;BUDGET;Vendita;ART0004397;Cliente;C00004;101;3636
27696;BUDGET;Vendita;ART0000223;Cliente;C00026;16;368
27698;BUDGET;Vendita;ART0000223;Cliente;C00026;1;23
27761;BUDGET;Vendita;ART0000762;Cliente;C00140;20;6730.4
27763;BUDGET;Vendita;ART0000804;Cliente;C00140;1;415.95
27816;BUDGET;Vendita;ART0000826;Cliente;C00140;1;874.2
27842;BUDGET;Vendita;ART0004410;Cliente;C00004;2;122
27865;BUDGET;Vendita;ART0004885;Cliente;C00471;3;285
27866;BUDGET;Vendita;ART0004885;Cliente;C00471;3;285
27867;BUDGET;Vendita;ART0004885;Cliente;C00471;2;190
27868;BUDGET;Vendita;ART0004885;Cliente;C00471;2;190
27869;BUDGET;Vendita;ART0004885;Cliente;C00471;2;190
27870;BUDGET;Vendita;ART0004886;Cliente;C00471;3;465
27871;BUDGET;Vendita;ART0004886;Cliente;C00471;3;465
27872;BUDGET;Vendita;ART0004886;Cliente;C00471;2;310
27873;BUDGET;Vendita;ART0004886;Cliente;C00471;2;310
27874;BUDGET;Vendita;ART0004886;Cliente;C00471;2;310
27939;BUDGET;Vendita;ART0001170;Cliente;C00140;1;131.6
27940;BUDGET;Vendita;ART0001154;Cliente;C00140;12;124.08
27941;BUDGET;Vendita;ART0001433;Cliente;C00140;4;18.8
27943;BUDGET;Vendita;ART0002502;Cliente;C00140;4;105.28
27946;BUDGET;Vendita;ART0004836;Cliente;C00471;20;600
27976;BUDGET;Vendita;ART0004420;Cliente;C00004;3;57
27991;BUDGET;Vendita;ART0005030;Cliente;C00026;1;760
27992;BUDGET;Vendita;ART0005029;Cliente;C00026;1;590
28020;BUDGET;Vendita;ART0002494;Cliente;C00140;3;334.68
28021;BUDGET;Vendita;ART0000786;Cliente;C00140;1;334.26
28022;BUDGET;Vendita;ART0000812;Cliente;C00140;2;1428.8
28067;BUDGET;Vendita;ART0001587;Cliente;C00140;6;59.67
28073;BUDGET;Vendita;ART0003785;Cliente;C00094;18;252
28078;BUDGET;Vendita;ART0001154;Cliente;C00140;5;51.7
28081;BUDGET;Vendita;ART0000748;Cliente;C00140;50;0
28089;BUDGET;Vendita;ART0000748;Cliente;C00140;50;0
28118;BUDGET;Vendita;ART0002210;Cliente;C00140;2;46.7
28149;BUDGET;Vendita;ART0005136;Cliente;C00474;12;480
28150;BUDGET;Vendita;ART0005136;Cliente;C00474;12;540
28151;BUDGET;Vendita;ART0005136;Cliente;C00474;4;340
28152;BUDGET;Vendita;ART0005136;Cliente;C00474;8;400
28153;BUDGET;Vendita;ART0005136;Cliente;C00474;4;340
28202;BUDGET;Vendita;ART0000125;Cliente;C00026;1;270
28210;BUDGET;Vendita;ART0001174;Cliente;C00140;2;658
28218;BUDGET;Vendita;ART0002141;Cliente;C00140;1;92.12
28219;BUDGET;Vendita;ART0002142;Cliente;C00140;1;92.12
28220;BUDGET;Vendita;ART0002897;Cliente;C00140;2;470
28222;BUDGET;Vendita;ART0000748;Cliente;C00140;50;3854
28224;BUDGET;Vendita;ART0000758;Cliente;C00140;10;2759.84
28263;BUDGET;Vendita;ART0004724;Cliente;C00473;3;60
28264;BUDGET;Vendita;ART0004725;Cliente;C00473;3;60
28265;BUDGET;Vendita;ART0004726;Cliente;C00473;3;45
28266;BUDGET;Vendita;ART0004727;Cliente;C00473;3;66
28304;BUDGET;Vendita;ART0003610;Cliente;C00094;176;3960
28305;BUDGET;Vendita;ART0003642;Cliente;C00094;22;470.58
28306;BUDGET;Vendita;ART0003704;Cliente;C00094;22;982.08
28320;BUDGET;Vendita;ART0003780;Cliente;C00094;252;3628.8
28359;BUDGET;Vendita;ART0005136;Cliente;C00455;8;112
28364;BUDGET;Vendita;ART0003609;Cliente;C00094;22;1882.32
28440;BUDGET;Vendita;ART0001149;Cliente;C00140;1;18.16
28449;BUDGET;Vendita;ART0002476;Cliente;C00140;1;12.11
28450;BUDGET;Vendita;ART0002112;Cliente;C00140;6;28.54
28467;BUDGET;Vendita;ART0002747;Cliente;C00140;1;155.67
28468;BUDGET;Vendita;ART0002938;Cliente;C00140;1;173.9
28469;BUDGET;Vendita;ART0002949;Cliente;C00140;1;233.49
28483;BUDGET;Vendita;ART0003099;Cliente;C00140;4;121.07
28485;BUDGET;Vendita;ART0001590;Cliente;C00140;3;13.25
28494;BUDGET;Vendita;ART0000853;Cliente;C00140;15;4540.2
28495;BUDGET;Vendita;ART0000782;Cliente;C00140;2;554.6
28496;BUDGET;Vendita;ART0000786;Cliente;C00140;1;334.27
28497;BUDGET;Vendita;ART0000811;Cliente;C00140;2;1485.2
28499;BUDGET;Vendita;ART0000115;Cliente;C00026;2;610
28500;BUDGET;Vendita;ART0000456;Cliente;C00026;8;80
28501;BUDGET;Vendita;ART0000312;Cliente;C00026;20;320
28506;BUDGET;Vendita;ART0000131;Cliente;C00026;4;132
28574;BUDGET;Vendita;ART0004385;Cliente;C00004;20;180
28582;BUDGET;Vendita;ART0005136;Cliente;C00004;1;15
28594;BUDGET;Vendita;ART0005136;Cliente;C00458;1;30
28610;BUDGET;Vendita;ART0000780;Cliente;C00140;1;381.64
28611;BUDGET;Vendita;ART0000780;Cliente;C00140;1;381.64
28612;BUDGET;Vendita;ART0000848;Cliente;C00140;15;2538
28613;BUDGET;Vendita;ART0002360;Cliente;C00140;1;230.3
28614;BUDGET;Vendita;ART0002360;Cliente;C00140;1;230.3
28621;BUDGET;Vendita;ART0002530;Cliente;C00140;4;165.44
28622;BUDGET;Vendita;ART0002530;Cliente;C00140;1;41.36
28626;BUDGET;Vendita;ART0001593;Cliente;C00140;4;37.6
28721;BUDGET;Vendita;ART0000642;Cliente;C00004;5;220
28722;BUDGET;Vendita;ART0000697;Cliente;C00004;1;70
28735;BUDGET;Vendita;ART0005136;Cliente;C00004;1;80
28736;BUDGET;Vendita;ART0005136;Cliente;C00004;1;32
28772;BUDGET;Vendita;ART0005136;Cliente;C00344;1;390
28779;BUDGET;Vendita;ART0001588;Cliente;C00140;6;46.7
28782;BUDGET;Vendita;ART0001590;Cliente;C00140;12;53.01
28786;BUDGET;Vendita;ART0002102;Cliente;C00140;4;109.04
28787;BUDGET;Vendita;ART0001154;Cliente;C00140;33;341.22
28788;BUDGET;Vendita;ART0001433;Cliente;C00140;12;56.4
28827;BUDGET;Vendita;ART0000323;Cliente;C00026;5;300
28828;BUDGET;Vendita;ART0000324;Cliente;C00026;5;140
28829;BUDGET;Vendita;ART0000325;Cliente;C00026;5;300
28836;BUDGET;Vendita;ART0000018;Cliente;C00003;2;90
28839;BUDGET;Vendita;ART0000041;Cliente;C00003;4;380
28840;BUDGET;Vendita;ART0000042;Cliente;C00003;4;600
28841;BUDGET;Vendita;ART0000043;Cliente;C00003;2;230
28878;BUDGET;Vendita;ART0001731;Cliente;C00140;4;357.2
28880;BUDGET;Vendita;ART0002411;Cliente;C00140;4;244.4
28882;BUDGET;Vendita;ART0001741;Cliente;C00140;1;169.2
28883;BUDGET;Vendita;ART0001741;Cliente;C00140;1;169.2
28980;BUDGET;Vendita;ART0001047;Cliente;C00471;1;67
28985;BUDGET;Vendita;ART0005136;Cliente;C00004;4;32
28986;BUDGET;Vendita;ART0005136;Cliente;C00344;1;50
29009;BUDGET;Vendita;ART0000811;Cliente;C00140;2;1485.2
29010;BUDGET;Vendita;ART0000811;Cliente;C00140;2;1485.2
29016;BUDGET;Vendita;ART0001520;Cliente;C00140;1;23.5
29023;BUDGET;Vendita;ART0001277;Cliente;C00140;1;23.5
29024;BUDGET;Vendita;ART0002214;Cliente;C00140;1;89.3
29029;BUDGET;Vendita;ART0002214;Cliente;C00140;1;89.3
29106;BUDGET;Vendita;ART0001117;Cliente;C00471;1;450
29107;BUDGET;Vendita;ART0001117;Cliente;C00471;1;450
29108;BUDGET;Vendita;ART0001117;Cliente;C00471;1;450
29109;BUDGET;Vendita;ART0001117;Cliente;C00471;1;450
29110;BUDGET;Vendita;ART0001117;Cliente;C00471;1;450
29111;BUDGET;Vendita;ART0001117;Cliente;C00471;3;1350
29121;BUDGET;Vendita;ART0000772;Cliente;C00140;2;748.24
29138;BUDGET;Vendita;ART0005034;Cliente;C00471;1;35
29139;BUDGET;Vendita;ART0005034;Cliente;C00471;1;35
29140;BUDGET;Vendita;ART0005035;Cliente;C00471;1;58
29141;BUDGET;Vendita;ART0005035;Cliente;C00471;1;58
29142;BUDGET;Vendita;ART0005036;Cliente;C00471;2;76
29143;BUDGET;Vendita;ART0005036;Cliente;C00471;7;266
29144;BUDGET;Vendita;ART0005036;Cliente;C00471;2;76
29145;BUDGET;Vendita;ART0005036;Cliente;C00471;5;190
29146;BUDGET;Vendita;ART0005037;Cliente;C00471;2;64
29147;BUDGET;Vendita;ART0005037;Cliente;C00471;7;224
29148;BUDGET;Vendita;ART0005037;Cliente;C00471;2;64
29149;BUDGET;Vendita;ART0005037;Cliente;C00471;5;160
29158;BUDGET;Vendita;ART0004099;Cliente;C00297;1;905
29340;BUDGET;Vendita;ART0005028;Cliente;C00026;3;1005
29362;BUDGET;Vendita;ART0000752;Cliente;C00140;6;2571.84
29378;BUDGET;Vendita;ART0000788;Cliente;C00140;1;310.2
29384;BUDGET;Vendita;ART0005136;Cliente;C00344;1;50
29463;BUDGET;Vendita;ART0000805;Cliente;C00140;1;460.6
29465;BUDGET;Vendita;ART0001427;Cliente;C00140;12;16.58
29471;BUDGET;Vendita;ART0003160;Cliente;C00140;1;89.3
29475;BUDGET;Vendita;ART0000851;Cliente;C00140;15;2529.54
29476;BUDGET;Vendita;ART0002740;Cliente;C00140;16;376
29481;BUDGET;Vendita;ART0005136;Cliente;C00127;7;0
29482;BUDGET;Vendita;ART0005136;Cliente;C00127;1;0
29483;BUDGET;Vendita;ART0005136;Cliente;C00127;1;0
29484;BUDGET;Vendita;ART0005136;Cliente;C00117;7;210
29485;BUDGET;Vendita;ART0005136;Cliente;C00117;1;30
29486;BUDGET;Vendita;ART0005136;Cliente;C00117;1;98
29487;BUDGET;Vendita;ART0005136;Cliente;C00127;7;0
29488;BUDGET;Vendita;ART0005136;Cliente;C00127;1;0
29489;BUDGET;Vendita;ART0005136;Cliente;C00127;1;0
29545;BUDGET;Vendita;ART0002385;Cliente;C00140;6;219.96
29549;BUDGET;Vendita;ART0002739;Cliente;C00140;5;164.5
29550;BUDGET;Vendita;ART0002048;Cliente;C00140;5;94
29551;BUDGET;Vendita;ART0002444;Cliente;C00140;5;164.5
29554;BUDGET;Vendita;ART0000795;Cliente;C00140;8;1767.2
29555;BUDGET;Vendita;ART0000812;Cliente;C00140;1;714.4
29560;BUDGET;Vendita;ART0005030;Cliente;C00026;2;1520
29620;BUDGET;Vendita;ART0005109;Cliente;C00471;1;28
29621;BUDGET;Vendita;ART0005109;Cliente;C00471;1;28
29622;BUDGET;Vendita;ART0005109;Cliente;C00471;2;56
29652;BUDGET;Vendita;ART0002148;Cliente;C00140;3;111.56
29653;BUDGET;Vendita;ART0000814;Cliente;C00140;1;545.2
29669;BUDGET;Vendita;ART0002867;Cliente;C00140;5;705
29670;BUDGET;Vendita;ART0002909;Cliente;C00140;5;399.5
29671;BUDGET;Vendita;ART0002740;Cliente;C00140;4;94
29672;BUDGET;Vendita;ART0001164;Cliente;C00140;3;338.4
29771;BUDGET;Vendita;ART0005136;Cliente;C00004;50;235
29865;BUDGET;Vendita;ART0000784;Cliente;C00140;5;1598
29868;BUDGET;Vendita;ART0002370;Cliente;C00140;1;65.73
29871;BUDGET;Vendita;ART0002079;Cliente;C00140;12;103.77
29872;BUDGET;Vendita;ART0002107;Cliente;C00140;3;28.2
29873;BUDGET;Vendita;ART0002385;Cliente;C00140;6;219.96
29874;BUDGET;Vendita;ART0001653;Cliente;C00140;3;50.76
29875;BUDGET;Vendita;ART0001653;Cliente;C00140;3;50.76
29878;BUDGET;Vendita;ART0002271;Cliente;C00140;1;150.4
29879;BUDGET;Vendita;ART0002271;Cliente;C00140;1;150.4
29898;BUDGET;Vendita;ART0000752;Cliente;C00140;1;428.64
29903;BUDGET;Vendita;ART0005136;Cliente;C00004;4;40
29924;BUDGET;Vendita;ART0000644;Cliente;C00004;10;450
29925;BUDGET;Vendita;ART0000645;Cliente;C00004;10;300
30014;BUDGET;Vendita;ART0002615;Cliente;C00140;1;92.12
30015;BUDGET;Vendita;ART0001017;Cliente;C00140;1;291.4
30018;BUDGET;Vendita;ART0002249;Cliente;C00140;1;36.33
30020;BUDGET;Vendita;ART0002617;Cliente;C00140;2;184.24
30022;BUDGET;Vendita;ART0001733;Cliente;C00140;5;329
30028;BUDGET;Vendita;ART0001252;Cliente;C00140;1;220.9
30029;BUDGET;Vendita;ART0001252;Cliente;C00140;1;220.9
30032;BUDGET;Vendita;ART0001497;Cliente;C00140;1;20.68
30033;BUDGET;Vendita;ART0001497;Cliente;C00140;1;20.68
30034;BUDGET;Vendita;ART0001739;Cliente;C00140;1;79.9
30035;BUDGET;Vendita;ART0001739;Cliente;C00140;1;79.9
30038;BUDGET;Vendita;ART0002829;Cliente;C00140;3;84.6
30039;BUDGET;Vendita;ART0002829;Cliente;C00140;3;84.6
30040;BUDGET;Vendita;ART0003309;Cliente;C00140;3;28.2
30041;BUDGET;Vendita;ART0003309;Cliente;C00140;3;28.2
30042;BUDGET;Vendita;ART0003310;Cliente;C00140;5;37.6
30043;BUDGET;Vendita;ART0003310;Cliente;C00140;5;37.6
30047;BUDGET;Vendita;ART0003202;Cliente;C00140;4;169.2
30050;BUDGET;Vendita;ART0002918;Cliente;C00140;1;117.5
30051;BUDGET;Vendita;ART0002918;Cliente;C00140;1;117.5
30052;BUDGET;Vendita;ART0002919;Cliente;C00140;1;117.5
30053;BUDGET;Vendita;ART0002919;Cliente;C00140;1;117.5
30057;BUDGET;Vendita;ART0000841;Cliente;C00140;1;4653
30207;BUDGET;Vendita;ART0005136;Cliente;C00458;1;100
30210;BUDGET;Vendita;ART0005136;Cliente;C00297;1;120
30266;BUDGET;Vendita;ART0000643;Cliente;C00004;10;100
30365;BUDGET;Vendita;ART0001113;Cliente;C00471;1;40
30372;BUDGET;Vendita;ART0000778;Cliente;C00140;2;596.71
30373;BUDGET;Vendita;ART0000826;Cliente;C00140;1;874.2
30374;BUDGET;Vendita;ART0000795;Cliente;C00140;8;1767.2
30375;BUDGET;Vendita;ART0000849;Cliente;C00140;1;345.45
30384;BUDGET;Vendita;ART0001422;Cliente;C00140;12;51.89
30389;BUDGET;Vendita;ART0001149;Cliente;C00140;1;18.17
30390;BUDGET;Vendita;ART0002476;Cliente;C00140;1;12.1
30398;BUDGET;Vendita;ART0003099;Cliente;C00140;2;60.53
30402;BUDGET;Vendita;ART0001252;Cliente;C00140;1;220.9
30403;BUDGET;Vendita;ART0001497;Cliente;C00140;1;20.68
30404;BUDGET;Vendita;ART0001653;Cliente;C00140;3;50.76
30406;BUDGET;Vendita;ART0002271;Cliente;C00140;1;150.4
30410;BUDGET;Vendita;ART0002829;Cliente;C00140;3;84.6
30411;BUDGET;Vendita;ART0002918;Cliente;C00140;1;117.5
30412;BUDGET;Vendita;ART0002919;Cliente;C00140;1;117.5
30413;BUDGET;Vendita;ART0003309;Cliente;C00140;3;28.2
30414;BUDGET;Vendita;ART0003310;Cliente;C00140;5;37.6
30416;BUDGET;Vendita;ART0000853;Cliente;C00140;17;5145.56
30428;BUDGET;Vendita;ART0004403;Cliente;C00004;20;320
30429;BUDGET;Vendita;ART0005136;Cliente;C00004;14;77
30430;BUDGET;Vendita;ART0004440;Cliente;C00004;1;160
30486;BUDGET;Vendita;ART0000116;Cliente;C00026;1;234
30487;BUDGET;Vendita;ART0000115;Cliente;C00026;1;305
30488;BUDGET;Vendita;ART0003824;Cliente;C00026;20;220
30491;BUDGET;Vendita;ART0001154;Cliente;C00140;1;10.34
30534;BUDGET;Vendita;ART0000847;Cliente;C00140;2;507.6
30535;BUDGET;Vendita;ART0000762;Cliente;C00140;10;3365.2
30536;BUDGET;Vendita;ART0003099;Cliente;C00140;2;60.54
30540;BUDGET;Vendita;ART0002123;Cliente;C00140;3;28.2
30547;BUDGET;Vendita;ART0001739;Cliente;C00140;1;79.9
30549;BUDGET;Vendita;ART0002740;Cliente;C00140;20;470
30556;BUDGET;Vendita;ART0003132;Cliente;C00140;2;35.72
30562;BUDGET;Vendita;ART0003132;Cliente;C00140;2;35.72
30633;BUDGET;Vendita;ART0000786;Cliente;C00140;2;0
30637;BUDGET;Vendita;ART0001610;Cliente;C00140;4;0
30638;BUDGET;Vendita;ART0003844;Cliente;C00140;1;0
30639;BUDGET;Vendita;ART0003844;Cliente;C00140;1;0
30643;BUDGET;Vendita;ART0002214;Cliente;C00140;1;0
30644;BUDGET;Vendita;ART0002706;Cliente;C00140;1;0
30645;BUDGET;Vendita;ART0001294;Cliente;C00140;3;0
30648;BUDGET;Vendita;ART0001244;Cliente;C00140;1;0
30649;BUDGET;Vendita;ART0001290;Cliente;C00140;1;0
30650;BUDGET;Vendita;ART0001740;Cliente;C00140;1;0
30651;BUDGET;Vendita;ART0002614;Cliente;C00140;1;0
30652;BUDGET;Vendita;ART0002707;Cliente;C00140;1;0
30676;BUDGET;Vendita;ART0001534;Cliente;C00140;1;0
30677;BUDGET;Vendita;ART0001535;Cliente;C00140;8;0
30683;BUDGET;Vendita;ART0002026;Cliente;C00140;2;0
30684;BUDGET;Vendita;ART0002027;Cliente;C00140;2;0
30685;BUDGET;Vendita;ART0002028;Cliente;C00140;1;0
30686;BUDGET;Vendita;ART0002029;Cliente;C00140;1;0
30688;BUDGET;Vendita;ART0002299;Cliente;C00140;1;0
30693;BUDGET;Vendita;ART0002299;Cliente;C00140;1;0
30695;BUDGET;Vendita;ART0002029;Cliente;C00140;1;0
30696;BUDGET;Vendita;ART0002028;Cliente;C00140;1;0
30697;BUDGET;Vendita;ART0002027;Cliente;C00140;2;0
30698;BUDGET;Vendita;ART0002026;Cliente;C00140;2;0
30704;BUDGET;Vendita;ART0001535;Cliente;C00140;8;0
30705;BUDGET;Vendita;ART0001534;Cliente;C00140;1;0
30729;BUDGET;Vendita;ART0002707;Cliente;C00140;1;0
30730;BUDGET;Vendita;ART0002614;Cliente;C00140;1;0
30731;BUDGET;Vendita;ART0001740;Cliente;C00140;1;0
30732;BUDGET;Vendita;ART0001290;Cliente;C00140;1;0
30733;BUDGET;Vendita;ART0001244;Cliente;C00140;1;0
30736;BUDGET;Vendita;ART0001294;Cliente;C00140;3;0
30737;BUDGET;Vendita;ART0002706;Cliente;C00140;1;0
30738;BUDGET;Vendita;ART0002214;Cliente;C00140;1;0
30742;BUDGET;Vendita;ART0003844;Cliente;C00140;1;0
30743;BUDGET;Vendita;ART0003844;Cliente;C00140;1;0
30744;BUDGET;Vendita;ART0001610;Cliente;C00140;4;0
30745;BUDGET;Vendita;ART0000786;Cliente;C00140;2;0
30746;BUDGET;Vendita;ART0000786;Cliente;C00140;2;668.52
30747;BUDGET;Vendita;ART0001610;Cliente;C00140;4;48.43
30748;BUDGET;Vendita;ART0003844;Cliente;C00140;1;30.08
30749;BUDGET;Vendita;ART0003844;Cliente;C00140;1;30.08
30753;BUDGET;Vendita;ART0001294;Cliente;C00140;3;33.84
30756;BUDGET;Vendita;ART0001244;Cliente;C00140;1;455.9
30757;BUDGET;Vendita;ART0001290;Cliente;C00140;1;14.1
30758;BUDGET;Vendita;ART0001740;Cliente;C00140;1;141
30759;BUDGET;Vendita;ART0002214;Cliente;C00140;1;89.3
30760;BUDGET;Vendita;ART0002614;Cliente;C00140;1;310.2
30761;BUDGET;Vendita;ART0002706;Cliente;C00140;1;300.8
30762;BUDGET;Vendita;ART0002707;Cliente;C00140;1;216.2
30786;BUDGET;Vendita;ART0001534;Cliente;C00140;1;20.68
30787;BUDGET;Vendita;ART0001535;Cliente;C00140;8;75.2
30793;BUDGET;Vendita;ART0002026;Cliente;C00140;2;103.4
