IDImp;nr articolo;budget/consuntivo;Nr. Ordine di produzione;Descrizione;Nr. Area di produzione;Risorsa;Tempo risorsa;Quantità di output
4649;ART0001767;CONSUNTIVO;ODP18-07659;Tornitura;A20;RIS14;1.5;3
4650;ART0001776;CONSUNTIVO;ODP18-07541;Tornitura;A20;RIS14;1.5;4
4651;ART0002148;CONSUNTIVO;ODP18-07543;Controllo qualità;CQ;RIS16;0;6
4652;ART0003263;CONSUNTIVO;ODP18-07827;Tornitura;A20;RIS2;1;3
4653;ART0001776;CONSUNTIVO;ODP18-07541;Fresatura;A30;RIS5;0.5;0
4654;ART0001776;CONSUNTIVO;ODP18-07541;Fresatura;A30;RIS5;1.5;4
4655;ART0001767;CONSUNTIVO;ODP18-07659;Fresatura;A30;RIS5;2.25;3
4656;ART0001917;CONSUNTIVO;ODP18-06048;Controllo qualità;CQ;RIS16;0;65
4657;ART0002511;CONSUNTIVO;ODP18-08034;Tornitura;A20;RIS14;0.01;1
4658;ART0005136;CONSUNTIVO;ODP18-07816;Preparazione materiale;A10;RIS12;2;1
4659;ART0001767;CONSUNTIVO;ODP18-07659;Controllo qualità;CQ;RIS16;0;3
4660;ART0002152;CONSUNTIVO;ODP18-07476;Tornitura;A20;RIS11;3;8
4661;ART0005136;CONSUNTIVO;ODP18-08036;Controllo qualità;CQ;RIS16;0;35
4662;ART0002511;CONSUNTIVO;ODP18-08034;Fresatura;A30;RIS5;0.5;1
4663;ART0003612;CONSUNTIVO;ODP18-08084;Tornitura;A20;RIS14;1.5;6
4664;ART0000782;CONSUNTIVO;ODP18-07543;Controllo qualità;CQ;RIS16;0;1
4665;ART0003263;CONSUNTIVO;ODP18-07827;Controllo qualità;CQ;RIS16;0;3
4666;ART0001587;CONSUNTIVO;ODP18-07922;Controllo qualità;CQ;RIS16;0;3
4667;ART0001920;CONSUNTIVO;ODP18-07522;Controllo qualità;CQ;RIS16;0;3
4668;ART0000825;CONSUNTIVO;ODP18-07522;Montaggio;A40;RIS13;0.5;1
4669;ART0000825;CONSUNTIVO;ODP18-07522;Controllo qualità;CQ;RIS16;0;1
4670;ART0005136;CONSUNTIVO;ODP18-08166;Piegatura;A12;RIS3;1.169;3
4671;ART0002152;CONSUNTIVO;ODP18-07476;Fresatura;A30;RIS5;3;0
4672;ART0001017;CONSUNTIVO;ODP18-07659;Controllo qualità;CQ;RIS16;0;1
4673;ART0002152;CONSUNTIVO;ODP18-07476;Fresatura;A30;RIS5;1;0
4674;ART0005136;CONSUNTIVO;ODP18-07816;Tornitura;A20;RIS2;0.75;1
4675;ART0005136;CONSUNTIVO;ODP18-07816;Controllo qualità;CQ;RIS16;0;1
4676;ART0005136;CONSUNTIVO;ODP18-08166;Controllo qualità;CQ;RIS16;0;3
4677;ART0003610;CONSUNTIVO;ODP18-07924;Tornitura;A20;RIS14;3;47
4678;ART0003610;CONSUNTIVO;ODP18-07924;Tornitura;A20;RIS11;1;0
4679;ART0003610;CONSUNTIVO;ODP18-07924;Tornitura;A20;RIS14;4.5;0
4680;ART0005136;CONSUNTIVO;ODP18-08168;Tornitura;A20;RIS14;1;4
4681;ART0005136;CONSUNTIVO;ODP18-08168;Controllo qualità;CQ;RIS16;0;4
4682;ART0002238;CONSUNTIVO;ODP18-08027;Tornitura;A20;RIS14;1.5;2
4683;ART0001017;CONSUNTIVO;ODP18-07659;Montaggio;A40;RIS13;0.4;1
4684;ART0005136;CONSUNTIVO;ODP18-08040;Fresatura;A30;RIS13;0.5;1
4685;ART0005136;CONSUNTIVO;ODP18-08040;Controllo qualità;CQ;RIS16;0;1
4686;ART0001868;CONSUNTIVO;ODP18-08039;Tornitura;A20;RIS1;3;0
4687;ART0002145;CONSUNTIVO;ODP18-08027;Tornitura;A20;RIS14;1.5;1
4688;ART0005136;CONSUNTIVO;ODP18-08122;Tornitura;A20;RIS1;2.5;1
4689;ART0005136;CONSUNTIVO;ODP18-08122;Saldatura;A11;RIS3;0.25;1
4690;ART0001046;CONSUNTIVO;ODP18-07882;Fresatura;A30;RIS5;7.75;0
4691;ART0001868;CONSUNTIVO;ODP18-08039;Tornitura;A20;RIS1;10;0
4692;ART0001046;CONSUNTIVO;ODP18-07882;Saldatura;A11;RIS3;1.579;14
4693;ART0001047;CONSUNTIVO;ODP18-07882;Fresatura;A30;RIS5;1;0
4694;ART0001047;CONSUNTIVO;ODP18-07882;Fresatura;A30;RIS5;2.5;0
4695;ART0001047;CONSUNTIVO;ODP18-07882;Saldatura;A11;RIS3;1.33;8
4696;ART0001046;CONSUNTIVO;ODP18-07882;Fresatura;A30;RIS5;2.5;14
4697;ART0001047;CONSUNTIVO;ODP18-07882;Fresatura;A30;RIS5;3;8
4698;ART0005136;CONSUNTIVO;ODP18-07926;Tornitura;A20;RIS11;4;14
4699;ART0005136;CONSUNTIVO;ODP18-07926;Tornitura;A20;RIS14;4.5;14
4700;ART0001868;CONSUNTIVO;ODP18-08039;Tornitura;A20;RIS1;10;0
4701;ART0002145;CONSUNTIVO;ODP18-08027;Fresatura;A30;RIS5;0.75;1
4702;ART0001868;CONSUNTIVO;ODP18-08039;Tornitura;A20;RIS1;1;75
4703;ART0001188;CONSUNTIVO;ODP18-08027;Tornitura;A20;RIS11;2;3
4704;ART0000555;CONSUNTIVO;ODP18-08121;Tornitura;A20;RIS2;2.5;3
4705;ART0002238;CONSUNTIVO;ODP18-08027;Fresatura;A30;RIS5;1;2
4706;ART0003704;CONSUNTIVO;ODP18-07924;Tornitura;A20;RIS2;3.5;7
4707;ART0000555;CONSUNTIVO;ODP18-08121;Fresatura;A30;RIS14;0.75;3
4708;ART0005136;CONSUNTIVO;ODP18-08241;Fresatura;A30;RIS4;1;0
4709;ART0001908;CONSUNTIVO;ODP18-08127;Tornitura;A20;RIS1;7;0
4710;ART0002385;CONSUNTIVO;ODP18-08126;Tornitura;A20;RIS11;3;17
4711;ART0002385;CONSUNTIVO;ODP18-08126;Tornitura;A20;RIS14;1;17
4712;ART0002385;CONSUNTIVO;ODP18-08126;Tornitura;A20;RIS11;1.75;0
4713;ART0001908;CONSUNTIVO;ODP18-08127;Tornitura;A20;RIS1;4;24
4714;ART0001908;CONSUNTIVO;ODP18-08127;Fresatura;A30;RIS1;0.0001;24
4715;ART0003704;CONSUNTIVO;ODP18-07924;Fresatura;A30;RIS5;2.25;7
4716;ART0004384;CONSUNTIVO;ODP18-07874;Tornitura;A20;RIS14;2;116
4717;ART0005136;CONSUNTIVO;ODP18-07926;Fresatura;A30;RIS13;1;0
4718;ART0001776;CONSUNTIVO;ODP18-07541;Controllo qualità;CQ;RIS16;0;4
4719;ART0003704;CONSUNTIVO;ODP18-07924;Controllo qualità;CQ;RIS16;0;7
4720;ART0004717;CONSUNTIVO;ODP18-06906;Controllo qualità;CQ;RIS16;0;13
4721;ART0005136;CONSUNTIVO;ODP18-08174;Tornitura;A20;RIS11;0.5;0
4722;ART0002366;CONSUNTIVO;ODP18-08234;Tornitura;A20;RIS2;1;0
4723;ART0001188;CONSUNTIVO;ODP18-08027;Controllo qualità;CQ;RIS16;0;3
4724;ART0002238;CONSUNTIVO;ODP18-08027;Controllo qualità;CQ;RIS16;0;2
4725;ART0004384;CONSUNTIVO;ODP18-07874;Controllo qualità;CQ;RIS16;0;116
4726;ART0000555;CONSUNTIVO;ODP18-08121;Controllo qualità;CQ;RIS16;0;3
4727;ART0005136;CONSUNTIVO;ODP18-08174;Tornitura;A20;RIS11;1;24
4728;ART0002366;CONSUNTIVO;ODP18-08234;Tornitura;A20;RIS2;2;4
4729;ART0001214;CONSUNTIVO;ODP18-08027;Tornitura;A20;RIS2;1.5;1
4730;ART0001214;CONSUNTIVO;ODP18-08027;Saldatura;A11;RIS3;0.25;1
4731;ART0001214;CONSUNTIVO;ODP18-08027;Tornitura;A20;RIS1;0.5;1
4732;ART0000226;CONSUNTIVO;ODP18-08227;Tornitura;A20;RIS2;3.75;12
4733;ART0001908;CONSUNTIVO;ODP18-08127;Controllo qualità;CQ;RIS16;0;24
4734;ART0001214;CONSUNTIVO;ODP18-08027;Fresatura;A30;RIS5;0.5;0
4735;ART0001214;CONSUNTIVO;ODP18-08027;Fresatura;A30;RIS5;0.5;1
4736;ART0002145;CONSUNTIVO;ODP18-08027;Controllo qualità;CQ;RIS16;0;1
4737;ART0002511;CONSUNTIVO;ODP18-08034;Controllo qualità;CQ;RIS16;0;1
4738;ART0000226;CONSUNTIVO;ODP18-08227;Saldatura;A11;RIS3;1.5;12
4739;ART0005136;CONSUNTIVO;ODP18-08368;Saldatura;A11;RIS3;0.665;3
4740;ART0005136;CONSUNTIVO;ODP18-08368;Saldatura;A11;RIS3;0.665;3
4741;ART0002366;CONSUNTIVO;ODP18-08234;Fresatura;A30;RIS5;1;4
4742;ART0001046;CONSUNTIVO;ODP18-07882;Controllo qualità;CQ;RIS16;0;14
4743;ART0001047;CONSUNTIVO;ODP18-07882;Controllo qualità;CQ;RIS16;0;8
4744;ART0005136;CONSUNTIVO;ODP18-08368;Saldatura;A11;RIS3;-0.66;0
4745;ART0005136;CONSUNTIVO;ODP18-08368;Saldatura;A11;RIS3;0.66;0
4746;ART0005136;CONSUNTIVO;ODP18-07926;Fresatura;A30;RIS5;2.25;14
4747;ART0005136;CONSUNTIVO;ODP18-07926;Fresatura;A30;RIS5;0.5;0
4748;ART0001759;CONSUNTIVO;ODP18-08239;Tornitura;A20;RIS14;3;20
4749;ART0001759;CONSUNTIVO;ODP18-08239;Tornitura;A20;RIS11;3;0
4750;ART0001868;CONSUNTIVO;ODP18-08039;Controllo qualità;CQ;RIS16;0;75
4751;ART0003609;CONSUNTIVO;ODP18-07924;Tornitura;A20;RIS2;1.25;3
4752;ART0005136;CONSUNTIVO;ODP18-08410;Saldatura;A11;RIS3;0.38;4
4753;ART0005136;CONSUNTIVO;ODP18-08410;Saldatura;A11;RIS3;0.57;6
4754;ART0005136;CONSUNTIVO;ODP18-08410;Saldatura;A11;RIS3;0.38;4
4755;ART0005136;CONSUNTIVO;ODP18-08409;Saldatura;A11;RIS3;10;0
4756;ART0000786;CONSUNTIVO;ODP18-08141;Montaggio;A40;RIS13;0.3;0
4757;ART0004880;CONSUNTIVO;ODP18-08169;Tornitura;A20;RIS11;2.5;12
4758;ART0005136;CONSUNTIVO;ODP18-08410;Controllo qualità;CQ;RIS16;0;4
4759;ART0003609;CONSUNTIVO;ODP18-07924;Fresatura;A30;RIS5;0.5;3
4760;ART0005136;CONSUNTIVO;ODP18-08409;Saldatura;A11;RIS3;5;1
4761;ART0003609;CONSUNTIVO;ODP18-07924;Controllo qualità;CQ;RIS16;0;3
4762;ART0000748;CONSUNTIVO;ODP18-08039;Montaggio;A40;RIS13;2.5;20
4763;ART0000748;CONSUNTIVO;ODP18-08039;Controllo qualità;CQ;RIS16;0;20
4764;ART0001759;CONSUNTIVO;ODP18-08239;Fresatura;A30;RIS5;4;19
4765;ART0001759;CONSUNTIVO;ODP18-08239;Controllo qualità;CQ;RIS16;0;19
4766;ART0000226;CONSUNTIVO;ODP18-08227;Tornitura;A20;RIS2;3.75;0
4767;ART0001886;CONSUNTIVO;ODP18-08234;Tornitura;A20;RIS1;10;0
4768;ART0000226;CONSUNTIVO;ODP18-08227;Tornitura;A20;RIS2;1.25;0
4769;ART0001886;CONSUNTIVO;ODP18-08234;Tornitura;A20;RIS1;3;30
4770;ART0001886;CONSUNTIVO;ODP18-08234;Fresatura;A30;RIS1;0.001;0
4771;ART0001866;CONSUNTIVO;ODP18-08239;Tornitura;A20;RIS2;1.5;16
4772;ART0001799;CONSUNTIVO;ODP18-08127;Tornitura;A20;RIS11;7;0
4773;ART0001866;CONSUNTIVO;ODP18-08239;Tornitura;A20;RIS2;1.75;0
4774;ART0002490;CONSUNTIVO;ODP18-08234;Tornitura;A20;RIS2;3.5;11
4775;ART0001866;CONSUNTIVO;ODP18-08239;Saldatura;A11;RIS3;1.67;16
4776;ART0001799;CONSUNTIVO;ODP18-08127;Tornitura;A20;RIS11;7.5;0
4777;ART0002366;CONSUNTIVO;ODP18-08234;Controllo qualità;CQ;RIS16;0;4
4778;ART0000226;CONSUNTIVO;ODP18-08227;Fresatura;A30;RIS1;4;12
4779;ART0005136;CONSUNTIVO;ODP18-08574;Brocciatura / stozzatrice;A33;RIS13;1.5;2
4780;ART0001214;CONSUNTIVO;ODP18-08027;Controllo qualità;CQ;RIS16;0;1
4781;ART0000748;CONSUNTIVO;ODP18-08125;Montaggio;A40;RIS13;1.5;20
4782;ART0000748;CONSUNTIVO;ODP18-08125;Controllo qualità;CQ;RIS16;0;20
4783;ART0005136;CONSUNTIVO;ODP18-08400;Controllo qualità;CQ;RIS16;0;17
4784;ART0000811;CONSUNTIVO;ODP18-08307;Montaggio;A40;RIS13;0.5;1
4785;ART0000811;CONSUNTIVO;ODP18-08307;Controllo qualità;CQ;RIS16;0;1
4786;ART0001799;CONSUNTIVO;ODP18-08127;Tornitura;A20;RIS11;2.5;0
4787;ART0005036;CONSUNTIVO;ODP18-08233;Tornitura;A20;RIS2;5.5;9
4788;ART0001866;CONSUNTIVO;ODP18-08239;Fresatura;A30;RIS1;9;0
4789;ART0005036;CONSUNTIVO;ODP18-08233;Tornitura;A20;RIS2;1.75;0
4790;ART0001866;CONSUNTIVO;ODP18-08239;Fresatura;A30;RIS1;4;16
4791;ART0005037;CONSUNTIVO;ODP18-08233;Tornitura;A20;RIS2;3.75;9
4792;ART0005136;CONSUNTIVO;ODP18-08581;Brocciatura / stozzatrice;A33;RIS13;1.5;5
4793;ART0004880;CONSUNTIVO;ODP18-08169;Controllo qualità;CQ;RIS16;0;12
4794;ART0001799;CONSUNTIVO;ODP18-08127;Tornitura;A20;RIS11;4;0
4795;ART0001799;CONSUNTIVO;ODP18-08127;Fresatura;A30;RIS11;0.67;23
4796;ART0005136;CONSUNTIVO;ODP18-08512;Piegatura;A12;RIS3;0.75;5
4797;ART0005136;CONSUNTIVO;ODP18-08512;Controllo qualità;CQ;RIS16;0;5
4798;ART0001433;CONSUNTIVO;ODP18-08306;Tornitura;A20;RIS11;1.75;20
4799;ART0004202;CONSUNTIVO;ODP18-08746;Tornitura;A20;RIS2;2;2
4800;ART0005136;CONSUNTIVO;ODP18-08802;Tornitura del solo ø45 (allargare a nuova toller);A20;RIS13;1;8
4801;ART0005136;CONSUNTIVO;ODP18-08802;Controllo qualità;CQ;RIS16;0;8
4802;ART0001799;CONSUNTIVO;ODP18-08127;Fresatura;A30;RIS5;5.45;0
4803;ART0001770;CONSUNTIVO;ODP18-08749;Tornitura;A20;RIS11;2.5;0
4804;ART0001799;CONSUNTIVO;ODP18-08127;Fresatura;A30;RIS14;1.5;0
4805;ART0001770;CONSUNTIVO;ODP18-08749;Tornitura;A20;RIS11;4;0
4806;ART0001770;CONSUNTIVO;ODP18-08749;Tornitura;A20;RIS11;1.75;23
4807;ART0001886;CONSUNTIVO;ODP18-08234;Controllo qualità;CQ;RIS16;0;30
4808;ART0000851;CONSUNTIVO;ODP18-08127;Montaggio;A40;RIS13;3;15
4809;ART0000851;CONSUNTIVO;ODP18-08127;Controllo qualità;CQ;RIS16;0;15
4810;ART0000752;CONSUNTIVO;ODP18-08238;Montaggio;A40;RIS13;0.25;1
4811;ART0000752;CONSUNTIVO;ODP18-08238;Controllo qualità;CQ;RIS16;0;1
4812;ART0000847;CONSUNTIVO;ODP18-08085;Montaggio;A40;RIS13;1;2
4813;ART0000847;CONSUNTIVO;ODP18-08085;Controllo qualità;CQ;RIS16;0;2
4814;ART0001783;CONSUNTIVO;ODP18-08749;Tornitura;A20;RIS11;4.75;10
4815;ART0001433;CONSUNTIVO;ODP18-08306;Controllo qualità;CQ;RIS16;0;20
4816;ART0001895;CONSUNTIVO;ODP18-08749;Tornitura;A20;RIS1;4;0
4817;ART0005037;CONSUNTIVO;ODP18-08233;Fresatura;A30;RIS5;0.83;9
4818;ART0005036;CONSUNTIVO;ODP18-08233;Fresatura;A30;RIS5;1;9
4819;ART0001895;CONSUNTIVO;ODP18-08749;Tornitura;A20;RIS1;14;10
4820;ART0001895;CONSUNTIVO;ODP18-08749;Fresatura;A30;RIS1;0.0001;10
4821;ART0002490;CONSUNTIVO;ODP18-08234;Fresatura;A30;RIS5;1.75;11
4822;ART0000848;CONSUNTIVO;ODP18-08234;Montaggio;A40;RIS13;4.5;15
4823;ART0000848;CONSUNTIVO;ODP18-08234;Controllo qualità;CQ;RIS16;0;15
4824;ART0002740;CONSUNTIVO;ODP18-08454;Tornitura;A20;RIS2;6.5;0
4825;ART0001575;CONSUNTIVO;ODP18-08454;Tornitura;A20;RIS13;0.75;0
4826;ART0002740;CONSUNTIVO;ODP18-08454;Tornitura;A20;RIS2;2;47
4827;ART0000847;CONSUNTIVO;ODP18-08234;Montaggio;A40;RIS13;0.67;2
4828;ART0000847;CONSUNTIVO;ODP18-08234;Controllo qualità;CQ;RIS16;0;2
4829;ART0001783;CONSUNTIVO;ODP18-08749;Fresatura;A30;RIS5;4.25;10
4830;ART0001783;CONSUNTIVO;ODP18-08749;Tornitura;A20;RIS2;1;0
4831;ART0001895;CONSUNTIVO;ODP18-08749;Tornitura;A20;RIS1;-10;0
4832;ART0000782;CONSUNTIVO;ODP18-07543;Montaggio;A40;RIS13;0.5;1
4833;ART0001775;CONSUNTIVO;ODP18-08812;Tornitura;A20;RIS11;6.5;0
4834;ART0001775;CONSUNTIVO;ODP18-08812;Tornitura;A20;RIS11;1.5;0
4835;ART0002370;CONSUNTIVO;ODP18-08919;Tornitura;A20;RIS11;2;0
4836;ART0001149;CONSUNTIVO;ODP18-08798;Tornitura;A20;RIS2;4.75;15
4837;ART0005136;CONSUNTIVO;ODP18-09301;Montaggio;A40;RIS13;1;4
4838;ART0005136;CONSUNTIVO;ODP18-09301;Controllo qualità;CQ;RIS16;0;4
4839;ART0001921;CONSUNTIVO;ODP18-08573;Tornitura;A20;RIS1;5;0
4840;ART0001921;CONSUNTIVO;ODP18-08573;Tornitura;A20;RIS1;5;16
4841;ART0005036;CONSUNTIVO;ODP18-08233;Controllo qualità;CQ;RIS16;0;9
4842;ART0005037;CONSUNTIVO;ODP18-08233;Controllo qualità;CQ;RIS16;0;9
4843;ART0000853;CONSUNTIVO;ODP18-06048;Montaggio;A40;RIS13;1.5;10
4844;ART0000853;CONSUNTIVO;ODP18-06048;Controllo qualità;CQ;RIS16;0;10
4845;ART0000226;CONSUNTIVO;ODP18-08227;Controllo qualità;CQ;RIS16;0;12
4846;ART0002370;CONSUNTIVO;ODP18-08919;Tornitura;A20;RIS11;1.5;0
4847;ART0004726;CONSUNTIVO;ODP18-08172;Tornitura;A20;RIS2;0.25;3
4848;ART0004725;CONSUNTIVO;ODP18-08172;Tornitura;A20;RIS2;0.25;2
4849;ART0004724;CONSUNTIVO;ODP18-08172;Tornitura;A20;RIS2;0.25;3
4850;ART0004727;CONSUNTIVO;ODP18-08172;Tornitura;A20;RIS2;0.25;3
4851;ART0004725;CONSUNTIVO;ODP18-08172;Fresatura;A30;RIS2;0.75;2
4852;ART0004726;CONSUNTIVO;ODP18-08172;Fresatura;A30;RIS2;1;3
4853;ART0004724;CONSUNTIVO;ODP18-08172;Fresatura;A30;RIS2;0.75;3
4854;ART0004727;CONSUNTIVO;ODP18-08172;Fresatura;A30;RIS2;0.75;3
4855;ART0001877;CONSUNTIVO;ODP18-09297;Tornitura;A20;RIS1;9;10
4856;ART0001877;CONSUNTIVO;ODP18-09297;Fresatura;A30;RIS1;0.0001;10
4857;ART0001950;CONSUNTIVO;ODP18-08800;Tornitura;A20;RIS2;2.5;1
4858;ART0001950;CONSUNTIVO;ODP18-08800;Saldatura;A11;RIS3;0.25;1
4859;ART0001950;CONSUNTIVO;ODP18-08800;Tornitura;A20;RIS2;0.75;0
4860;ART0000825;CONSUNTIVO;ODP19-00103;Fresatura;A30;RIS5;1.75;2
4861;ART0000825;CONSUNTIVO;ODP19-00103;Montaggio;A40;RIS13;0.75;2
4862;ART0000825;CONSUNTIVO;ODP19-00103;Controllo qualità;CQ;RIS16;0;2
4863;ART0001950;CONSUNTIVO;ODP18-08800;Tornitura;A20;RIS2;2;0
4864;ART0002370;CONSUNTIVO;ODP18-08919;Fresatura;A30;RIS5;2.5;0
4865;ART0002370;CONSUNTIVO;ODP18-08919;Fresatura;A30;RIS5;0.25;6
4866;ART0003099;CONSUNTIVO;ODP18-08457;Fresatura;A30;RIS14;2;19
4867;ART0003099;CONSUNTIVO;ODP18-08457;Fresatura;A30;RIS14;2;0
4868;ART0000752;CONSUNTIVO;ODP18-09181;Montaggio;A40;RIS13;0.5;2
4869;ART0000752;CONSUNTIVO;ODP18-09181;Controllo qualità;CQ;RIS16;0;2
4870;ART0005136;CONSUNTIVO;ODP19-00112;Tornitura;A20;RIS2;1.25;3
4871;ART0005136;CONSUNTIVO;ODP19-00112;Tornitura;A20;RIS2;1.75;3
4872;ART0002490;CONSUNTIVO;ODP18-08234;Controllo qualità;CQ;RIS16;0;11
4873;ART0000782;CONSUNTIVO;ODP18-08454;Montaggio;A40;RIS13;0.169;1
4874;ART0000782;CONSUNTIVO;ODP18-08454;Controllo qualità;CQ;RIS16;0;1
4875;ART0000782;CONSUNTIVO;ODP18-08234;Montaggio;A40;RIS13;0.5;2
4876;ART0000782;CONSUNTIVO;ODP18-08234;Controllo qualità;CQ;RIS16;0;2
4877;ART0000778;CONSUNTIVO;ODP18-08322;Montaggio;A40;RIS13;0.25;1
4878;ART0000778;CONSUNTIVO;ODP18-08322;Controllo qualità;CQ;RIS16;0;1
4879;ART0005037;CONSUNTIVO;ODP18-08874;Tornitura;A20;RIS1;5;13
4880;ART0005037;CONSUNTIVO;ODP18-08874;Fresatura;A30;RIS1;0.0001;13
4881;ART0005136;CONSUNTIVO;ODP19-00107;Brocciatura / stozzatrice;A33;RIS13;0.75;21
4882;ART0005136;CONSUNTIVO;ODP19-00107;Controllo qualità;CQ;RIS16;0;21
4883;ART0005036;CONSUNTIVO;ODP18-08874;Tornitura;A20;RIS1;3;0
4884;ART0005136;CONSUNTIVO;ODP19-00106;Saldatura;A11;RIS3;2.83;20
4885;ART0005136;CONSUNTIVO;ODP19-00106;Saldatura;A11;RIS3;1.5;7
4886;ART0005136;CONSUNTIVO;ODP19-00106;Saldatura;A11;RIS3;1.5;7
4887;ART0002740;CONSUNTIVO;ODP18-08454;Fresatura;A30;RIS5;3.25;0
4888;ART0002554;CONSUNTIVO;ODP18-08816;Tornitura;A20;RIS11;1.5;3
4889;ART0005136;CONSUNTIVO;ODP19-00106;Controllo qualità;CQ;RIS16;0;20
4890;ART0005136;CONSUNTIVO;ODP19-00106;Controllo qualità;CQ;RIS16;0;7
4891;ART0005136;CONSUNTIVO;ODP19-00106;Controllo qualità;CQ;RIS16;0;7
4892;ART0002740;CONSUNTIVO;ODP18-08454;Fresatura;A30;RIS5;4.75;47
4893;ART0005036;CONSUNTIVO;ODP18-08874;Tornitura;A20;RIS1;3;13
4894;ART0005036;CONSUNTIVO;ODP18-08874;Fresatura;A30;RIS1;0.0001;13
4895;ART0001610;CONSUNTIVO;ODP19-00008;Tornitura;A20;RIS2;2.5;8
4896;ART0005035;CONSUNTIVO;ODP18-08874;Tornitura;A20;RIS1;3;3
4897;ART0005035;CONSUNTIVO;ODP18-08874;Fresatura;A30;RIS1;0.0001;3
4898;ART0001840;CONSUNTIVO;ODP18-08800;Tornitura;A20;RIS11;3.5;1
4899;ART0005034;CONSUNTIVO;ODP18-08874;Tornitura;A20;RIS1;1;3
4900;ART0005034;CONSUNTIVO;ODP18-08874;Fresatura;A30;RIS1;0.0001;3
4901;ART0001228;CONSUNTIVO;ODP18-08806;Saldatura;A11;RIS3;0.25;0
4902;ART0001228;CONSUNTIVO;ODP18-08806;Saldatura;A11;RIS3;0.25;0
4903;ART0001228;CONSUNTIVO;ODP18-08806;Saldatura;A11;RIS3;0.75;1
4904;ART0001783;CONSUNTIVO;ODP18-08749;Controllo qualità;CQ;RIS16;0;10
4905;ART0001149;CONSUNTIVO;ODP18-08798;Controllo qualità;CQ;RIS16;0;15
4906;ART0004725;CONSUNTIVO;ODP18-08172;Controllo qualità;CQ;RIS16;0;2
4907;ART0004724;CONSUNTIVO;ODP18-08172;Controllo qualità;CQ;RIS16;0;3
4908;ART0004726;CONSUNTIVO;ODP18-08172;Controllo qualità;CQ;RIS16;0;3
4909;ART0004727;CONSUNTIVO;ODP18-08172;Controllo qualità;CQ;RIS16;0;3
4910;ART0001775;CONSUNTIVO;ODP18-08812;Tornitura;A20;RIS11;2;0
4911;ART0001775;CONSUNTIVO;ODP18-08812;Tornitura;A20;RIS11;4;0
4912;ART0005136;CONSUNTIVO;ODP19-00224;Preparazione materiale/taglio/sbavatura;A10;RIS3;0.75;1
4913;ART0005136;CONSUNTIVO;ODP19-00224;Controllo qualità;CQ;RIS16;0;1
4914;ART0001950;CONSUNTIVO;ODP18-08800;Fresatura;A30;RIS5;2;0
4915;ART0001950;CONSUNTIVO;ODP18-08800;Fresatura;A30;RIS5;2.5;1
4916;ART0001228;CONSUNTIVO;ODP18-08806;Tornitura;A20;RIS13;0.00001;1
4917;ART0001775;CONSUNTIVO;ODP18-08812;Tornitura;A20;RIS11;8;25
4918;ART0005136;CONSUNTIVO;ODP19-00123;Preparazione materiale/taglio/sbavatura;A10;RIS12;3;1
4919;ART0005136;CONSUNTIVO;ODP19-00123;Controllo qualità;CQ;RIS16;0;1
4920;ART0005136;CONSUNTIVO;ODP19-00224;Preparazione materiale/taglio/sbavatura;A10;RIS12;0.66;2
4921;ART0005136;CONSUNTIVO;ODP19-00224;Controllo qualità;CQ;RIS16;0;2
4922;ART0001840;CONSUNTIVO;ODP18-08800;Fresatura;A30;RIS5;2.25;1
4923;ART0001765;CONSUNTIVO;ODP18-09297;Tornitura;A20;RIS11;6;12
4924;ART0001921;CONSUNTIVO;ODP18-08573;Controllo qualità;CQ;RIS16;0;15
4925;ART0001866;CONSUNTIVO;ODP18-08239;Controllo qualità;CQ;RIS16;0;16
4926;ART0003099;CONSUNTIVO;ODP18-08457;Controllo qualità;CQ;RIS16;0;19
4927;ART0002740;CONSUNTIVO;ODP18-08454;Controllo qualità;CQ;RIS16;0;47
4928;ART0000795;CONSUNTIVO;ODP18-09302;Montaggio;A40;RIS13;2;8
4929;ART0000795;CONSUNTIVO;ODP18-09302;Controllo qualità;CQ;RIS16;0;8
4930;ART0000795;CONSUNTIVO;ODP18-08239;Montaggio;A40;RIS13;2;8
4931;ART0000795;CONSUNTIVO;ODP18-08239;Controllo qualità;CQ;RIS16;0;8
4932;ART0001228;CONSUNTIVO;ODP18-08806;Controllo qualità;CQ;RIS16;0;1
4933;ART0001610;CONSUNTIVO;ODP19-00008;Controllo qualità;CQ;RIS16;0;8
4934;ART0001799;CONSUNTIVO;ODP19-00104;Fresatura;A30;RIS11;8;0
4935;ART0002423;CONSUNTIVO;ODP18-08749;Fresatura;A30;RIS5;1.75;10
4936;ART0005035;CONSUNTIVO;ODP18-08874;Controllo qualità;CQ;RIS16;0;3
4937;ART0002370;CONSUNTIVO;ODP18-08919;Controllo qualità;CQ;RIS16;0;6
4938;ART0005037;CONSUNTIVO;ODP18-08874;Controllo qualità;CQ;RIS16;0;13
4939;ART0005036;CONSUNTIVO;ODP18-08874;Controllo qualità;CQ;RIS16;0;13
4940;ART0002249;CONSUNTIVO;ODP18-08806;Tornitura;A20;RIS2;0.5;0
4941;ART0002554;CONSUNTIVO;ODP18-08816;Fresatura;A30;RIS5;1;3
4942;ART0001799;CONSUNTIVO;ODP19-00104;Fresatura;A30;RIS11;8;0
4943;ART0002249;CONSUNTIVO;ODP18-08806;Tornitura;A20;RIS2;2.5;6
